publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p718450,earthquake,2019-09-23T19:50:45.407Z,2019-09-23T19:53:40.994Z,175.1739807,-39.10030365,1.334052531,113.4662399,M,,LOCSAT,confirmed,manual,iasp91,21,20,7,0.2073424459,176.3472366,0.2234390849,0
2019p717725,earthquake,2019-09-23T13:24:17.135Z,2019-09-23T13:31:36.754Z,174.2103271,-40.15433121,2.178411082,104.3830719,M,,LOCSAT,confirmed,manual,iasp91,26,15,5,0.6831498146,101.4108124,0.4065162234,0
2019p717178,earthquake,2019-09-23T08:32:52.626Z,2019-10-18T02:26:23.417Z,174.4526672,-39.50752258,2.536549729,123.0571976,M,,LOCSAT,confirmed,manual,iasp91,50,39,16,0.0610663332,56.98051834,0.5430982055,0
2019p716933,earthquake,2019-09-23T06:22:21.645Z,2019-09-23T06:34:13.605Z,174.3426819,-39.45173264,1.874751978,145.1390076,M,,LOCSAT,confirmed,manual,iasp91,14,13,2,0.5815348029,201.4539719,0.2682816856,0
2019p714523,earthquake,2019-09-22T08:58:08.300Z,2019-09-22T09:03:57.417Z,174.6304016,-38.80638504,1.882538218,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,7,0.3328256309,159.1599159,0.3218746433,0
2019p714512,earthquake,2019-09-22T08:52:28.535Z,2019-09-22T08:56:49.523Z,173.285202,-39.96694565,2.621163262,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,16,8,0.717446804,179.2750282,0.2942841321,0
2019p713629,earthquake,2019-09-22T01:01:45.245Z,2019-09-22T01:09:25.227Z,174.5101013,-38.8693428,1.948348588,14.85795593,M,,LOCSAT,confirmed,manual,iasp91,21,16,10,0.3198305964,165.9860077,0.2865045251,0
2019p713198,earthquake,2019-09-21T21:13:32.642Z,2019-09-21T21:27:41.299Z,174.2039185,-39.51766586,1.76614992,22.91432762,M,,LOCSAT,confirmed,manual,iasp91,22,19,12,0.1641777903,102.8486023,0.2563994982,0
2019p712990,earthquake,2019-09-21T19:21:34.152Z,2019-09-21T19:38:02.969Z,174.5759125,-39.85916519,1.911120683,87.47128296,M,,LOCSAT,confirmed,manual,iasp91,17,12,5,0.3323575556,84.59394836,0.5673158445,0
2019p712884,earthquake,2019-09-21T18:24:47.664Z,2019-09-21T18:44:59.514Z,174.3907471,-39.55495071,2.011416953,118.860466,M,,LOCSAT,confirmed,manual,iasp91,12,9,5,0.3644428849,107.6674423,0.5327846843,0
2019p712091,earthquake,2019-09-21T11:22:23.862Z,2019-09-21T11:27:45.316Z,174.6789246,-39.2414856,1.476963233,26.5708065,M,,LOCSAT,confirmed,manual,iasp91,15,11,4,0.132309705,162.8034286,0.2826249669,0
