publicid,TotalCount,mmi1,mmi2,mmi3,mmi4,mmi5,mmi6,mmi7,mmi8,mmi9
2019p786913,5,0,0,5,0,0,0,0,0,0
2019p786744,4,0,0,3,1,0,0,0,0,0
2019p786531,2,0,0,2,0,0,0,0,0,0
2019p786390,108,0,0,63,43,2,0,0,0,0
2019p785017,2,0,0,1,1,0,0,0,0,0
2019p784659,1,0,0,1,0,0,0,0,0,0
2019p784303,1,0,0,1,0,0,0,0,0,0
2019p784102,1,0,0,1,0,0,0,0,0,0
2019p783380,1,0,0,0,1,0,0,0,0,0
2019p782893,1,0,0,0,1,0,0,0,0,0
2019p782515,1,0,0,1,0,0,0,0,0,0
2019p782381,4,0,0,2,1,1,0,0,0,0
2019p782276,59,0,0,31,25,3,0,0,0,0
2019p782269,4,0,0,4,0,0,0,0,0,0
2019p782210,2,0,0,2,0,0,0,0,0,0
2019p782177,1,0,0,1,0,0,0,0,0,0
2019p782161,1,0,0,1,0,0,0,0,0,0
2019p781986,2,0,0,1,0,0,0,0,1,0
2019p781838,1,0,0,1,0,0,0,0,0,0
2019p781835,1,0,0,1,0,0,0,0,0,0
2019p781787,1,0,0,1,0,0,0,0,0,0
2019p781758,1,0,0,1,0,0,0,0,0,0
2019p781714,1,0,0,1,0,0,0,0,0,0
2019p780900,1,0,0,1,0,0,0,0,0,0
2019p779893,1,0,0,1,0,0,0,0,0,0
2019p778702,2,0,0,2,0,0,0,0,0,0
2019p777296,3,0,0,1,2,0,0,0,0,0
2019p777101,1,0,0,1,0,0,0,0,0,0
2019p774357,1,0,0,1,0,0,0,0,0,0
2019p774122,1,0,0,1,0,0,0,0,0,0
2019p773792,1,0,0,0,0,0,0,0,1,0
2019p773232,181,0,0,111,66,4,0,0,0,0
2019p773164,1,0,0,1,0,0,0,0,0,0
2019p773039,5,0,0,4,1,0,0,0,0,0
2019p773010,3,0,0,3,0,0,0,0,0,0
2019p772627,3,0,0,2,1,0,0,0,0,0
2019p772613,15,0,0,12,3,0,0,0,0,0
2019p772582,13,0,0,9,3,0,0,0,1,0
2019p772177,1,0,0,1,0,0,0,0,0,0
2019p772036,1,0,0,1,0,0,0,0,0,0
2019p771451,2,0,0,2,0,0,0,0,0,0
2019p771297,1,0,0,1,0,0,0,0,0,0
2019p771250,2,0,0,2,0,0,0,0,0,0
2019p770700,4,0,0,2,2,0,0,0,0,0
2019p770663,1,0,0,1,0,0,0,0,0,0
2019p770218,1,0,0,1,0,0,0,0,0,0
2019p770052,16,0,0,15,1,0,0,0,0,0
2019p770047,16,0,0,15,1,0,0,0,0,0
2019p768288,1,0,0,1,0,0,0,0,0,0
2019p768180,1,0,0,1,0,0,0,0,0,0
2019p767651,1,0,0,1,0,0,0,0,0,0
2019p765259,2,0,0,2,0,0,0,0,0,0
2019p763310,11,0,0,10,1,0,0,0,0,0
2019p762840,1,0,0,1,0,0,0,0,0,0
2019p761275,1,0,0,1,0,0,0,0,0,0
2019p759058,1,0,0,1,0,0,0,0,0,0
2019p758993,1,0,0,1,0,0,0,0,0,0
2019p757955,1,0,0,0,1,0,0,0,0,0
2019p757611,1,0,0,0,1,0,0,0,0,0
2019p757432,1,0,0,1,0,0,0,0,0,0
2019p757194,1,0,0,1,0,0,0,0,0,0
2019p756721,1,0,0,0,1,0,0,0,0,0
2019p755683,1,0,0,0,0,1,0,0,0,0
2019p755210,5,0,0,3,2,0,0,0,0,0
2019p755070,16,0,0,13,1,1,1,0,0,0
2019p754969,2,0,0,1,1,0,0,0,0,0
2019p754790,2,0,0,1,0,1,0,0,0,0
2019p754003,1,0,0,1,0,0,0,0,0,0
2019p753651,1,0,0,1,0,0,0,0,0,0
2019p753277,1,0,0,1,0,0,0,0,0,0
2019p752861,1,0,0,1,0,0,0,0,0,0
2019p752853,1,0,0,1,0,0,0,0,0,0
2019p752622,1,0,0,1,0,0,0,0,0,0
2019p752441,8,0,0,6,2,0,0,0,0,0
2019p752206,10,0,0,7,2,1,0,0,0,0
2019p751318,1,0,0,0,1,0,0,0,0,0
2019p746871,47,0,0,39,8,0,0,0,0,0
2019p746860,81,0,0,65,15,1,0,0,0,0
2019p744883,1,0,0,1,0,0,0,0,0,0
2019p744651,1,0,0,1,0,0,0,0,0,0
2019p744583,1,0,0,1,0,0,0,0,0,0
2019p744361,1,0,0,1,0,0,0,0,0,0
2019p744275,2,0,0,2,0,0,0,0,0,0
2019p743986,3,0,0,2,1,0,0,0,0,0
2019p743869,2,0,0,2,0,0,0,0,0,0
2019p743839,1,0,0,1,0,0,0,0,0,0
2019p743488,2,0,0,1,1,0,0,0,0,0
2019p743058,1,0,0,0,1,0,0,0,0,0
2019p743050,2,0,0,0,1,0,0,0,1,0
2019p742021,1,0,0,0,0,0,0,0,1,0
2019p741834,1,0,0,1,0,0,0,0,0,0
2019p741821,1,0,0,1,0,0,0,0,0,0
2019p741449,4,0,0,3,0,1,0,0,0,0
2019p741233,57,0,0,43,12,2,0,0,0,0
2019p740852,2,0,0,1,0,1,0,0,0,0
2019p740730,1,0,0,0,1,0,0,0,0,0
2019p740123,4,0,0,2,1,1,0,0,0,0
2019p740063,1,0,0,0,1,0,0,0,0,0
2019p739806,14,0,0,8,6,0,0,0,0,0
2019p739743,9,0,0,5,3,1,0,0,0,0
2019p738863,1,0,0,0,0,0,0,0,1,0
2019p738835,5,0,0,3,0,2,0,0,0,0
2019p737533,11,0,0,6,5,0,0,0,0,0
2019p735714,2,0,0,2,0,0,0,0,0,0
2019p734627,9,0,0,8,1,0,0,0,0,0
2019p733417,1,0,0,0,1,0,0,0,0,0
2019p733225,5,0,0,5,0,0,0,0,0,0
2019p733021,1,0,0,0,0,0,0,0,1,0
2019p732735,2,0,0,1,0,0,1,0,0,0
2019p732713,5,0,0,3,2,0,0,0,0,0
2019p732643,2,0,0,2,0,0,0,0,0,0
2019p732376,5,0,0,4,0,0,0,0,1,0
2019p732346,6,0,0,4,2,0,0,0,0,0
2019p730825,1,0,0,1,0,0,0,0,0,0
2019p730565,46,0,0,35,10,1,0,0,0,0
2019p729987,2,0,0,1,1,0,0,0,0,0
2019p729743,1,0,0,1,0,0,0,0,0,0
2019p729590,2,0,0,2,0,0,0,0,0,0
2019p728625,2,0,0,2,0,0,0,0,0,0
2019p728189,1,0,0,1,0,0,0,0,0,0
2019p728029,1,0,0,1,0,0,0,0,0,0
2019p728010,2,0,0,1,1,0,0,0,0,0
2019p728005,3,0,0,2,1,0,0,0,0,0
2019p727998,2,0,0,1,1,0,0,0,0,0
2019p727755,1,0,0,1,0,0,0,0,0,0
2019p727488,1,0,0,1,0,0,0,0,0,0
2019p725902,1,0,0,1,0,0,0,0,0,0
2019p725625,1,0,0,1,0,0,0,0,0,0
2019p724625,6,0,0,3,3,0,0,0,0,0
2019p722294,2,0,0,2,0,0,0,0,0,0
2019p722001,2,0,0,2,0,0,0,0,0,0
2019p721945,1,0,0,1,0,0,0,0,0,0
2019p721932,2,0,0,2,0,0,0,0,0,0
2019p721661,1,0,0,1,0,0,0,0,0,0
2019p720218,1,0,0,1,0,0,0,0,0,0
2019p720163,2,0,0,1,1,0,0,0,0,0
2019p720024,15,0,0,10,5,0,0,0,0,0
2019p720004,28,0,0,17,10,1,0,0,0,0
2019p719995,38,0,0,26,11,1,0,0,0,0
2019p719911,1,0,0,1,0,0,0,0,0,0
2019p719812,1,0,0,1,0,0,0,0,0,0
2019p719706,1,0,0,1,0,0,0,0,0,0
2019p719696,5,0,0,4,1,0,0,0,0,0
2019p719130,1,0,0,0,1,0,0,0,0,0
2019p718991,3,0,0,3,0,0,0,0,0,0
2019p718820,1,0,0,1,0,0,0,0,0,0
2019p718308,1,0,0,1,0,0,0,0,0,0
2019p717373,1,0,0,1,0,0,0,0,0,0
2019p717243,8,0,0,6,0,0,0,0,2,0
2019p716896,2,0,0,2,0,0,0,0,0,0
2019p716547,2,0,0,1,1,0,0,0,0,0
2019p716534,5,0,0,3,1,0,0,0,1,0
2019p716516,4,0,0,3,0,0,0,0,1,0
2019p716439,5,0,0,3,2,0,0,0,0,0
2019p716156,2,0,0,1,1,0,0,0,0,0
2019p716098,3,0,0,2,1,0,0,0,0,0
2019p715878,2,0,0,2,0,0,0,0,0,0
2019p715658,15,0,0,6,6,3,0,0,0,0
2019p715431,1,0,0,0,1,0,0,0,0,0
2019p714980,2,0,0,1,1,0,0,0,0,0
2019p714676,459,0,0,165,259,29,1,1,4,0
2019p714637,14577,0,0,4776,8336,1307,128,2,28,0
2019p714533,3,0,0,3,0,0,0,0,0,0
2019p714206,1,0,0,1,0,0,0,0,0,0
2019p713357,1,0,0,1,0,0,0,0,0,0
2019p713352,3,0,0,2,0,1,0,0,0,0
2019p712495,1,0,0,1,0,0,0,0,0,0
2019p711964,1,0,0,0,0,1,0,0,0,0
2019p710152,1,0,0,1,0,0,0,0,0,0
2019p710118,1,0,0,1,0,0,0,0,0,0
2019p709869,1,0,0,1,0,0,0,0,0,0
2019p709848,2,0,0,2,0,0,0,0,0,0
2019p709815,1,0,0,1,0,0,0,0,0,0
2019p709702,3,0,0,1,2,0,0,0,0,0
2019p709516,1,0,0,1,0,0,0,0,0,0
2019p709416,7,0,0,4,1,1,0,0,1,0
2019p708982,3,0,0,2,1,0,0,0,0,0
2019p708948,1,0,0,1,0,0,0,0,0,0
2019p707884,2,0,0,1,0,0,1,0,0,0
2019p707377,4,0,0,2,2,0,0,0,0,0
2019p706672,5,0,0,3,2,0,0,0,0,0
2019p706392,6,0,0,5,1,0,0,0,0,0
2019p706272,1,0,0,1,0,0,0,0,0,0
2019p706098,1,0,0,1,0,0,0,0,0,0
2019p704858,1,0,0,1,0,0,0,0,0,0
2019p704835,1,0,0,1,0,0,0,0,0,0
2019p704824,1,0,0,1,0,0,0,0,0,0
2019p704821,1,0,0,1,0,0,0,0,0,0
2019p703719,4,0,0,4,0,0,0,0,0,0
2019p703590,2,0,0,2,0,0,0,0,0,0
2019p702923,1,0,0,0,1,0,0,0,0,0
2019p700732,2,0,0,2,0,0,0,0,0,0
2019p698840,1,0,0,0,1,0,0,0,0,0
2019p698682,1,0,0,1,0,0,0,0,0,0
2019p697855,133,0,0,88,43,1,0,0,1,0
2019p697192,1,0,0,1,0,0,0,0,0,0
2019p696694,7,0,0,2,5,0,0,0,0,0
2019p696644,15,0,0,8,7,0,0,0,0,0
2019p696325,1,0,0,1,0,0,0,0,0,0
2019p695584,3,0,0,3,0,0,0,0,0,0
2019p695564,6,0,0,5,0,0,1,0,0,0
2019p694300,9,0,0,7,2,0,0,0,0,0
2019p693982,1,0,0,1,0,0,0,0,0,0
2019p693627,1,0,0,1,0,0,0,0,0,0
2019p693169,2,0,0,1,0,0,0,0,1,0
2019p693010,1,0,0,1,0,0,0,0,0,0
2019p692821,2,0,0,2,0,0,0,0,0,0
2019p692676,1,0,0,1,0,0,0,0,0,0
2019p691999,1,0,0,1,0,0,0,0,0,0
2019p691766,2,0,0,2,0,0,0,0,0,0
2019p690586,1,0,0,1,0,0,0,0,0,0
2019p690412,2,0,0,1,0,1,0,0,0,0
2019p690291,3,0,0,1,1,1,0,0,0,0
2019p689603,2,0,0,2,0,0,0,0,0,0
2019p689465,4,0,0,4,0,0,0,0,0,0
2019p688605,1,0,0,0,1,0,0,0,0,0
2019p688600,1,0,0,0,1,0,0,0,0,0
2019p688076,2,0,0,1,1,0,0,0,0,0
2019p687771,4,0,0,3,1,0,0,0,0,0
2019p687441,1,0,0,1,0,0,0,0,0,0
2019p687270,1,0,0,1,0,0,0,0,0,0
2019p685338,2,0,0,2,0,0,0,0,0,0
2019p684959,1,0,0,0,0,0,1,0,0,0
2019p684801,2,0,0,1,1,0,0,0,0,0
2019p684567,767,0,0,571,180,14,0,1,1,0
2019p684454,14,0,0,11,2,1,0,0,0,0
2019p683267,3,0,0,3,0,0,0,0,0,0
2019p683054,1,0,0,1,0,0,0,0,0,0
2019p683039,1,0,0,1,0,0,0,0,0,0
2019p682868,2,0,0,0,0,0,0,0,2,0
2019p682215,2,0,0,2,0,0,0,0,0,0
2019p682095,8,0,0,5,3,0,0,0,0,0
2019p682081,8,0,0,5,3,0,0,0,0,0
2019p682080,8,0,0,5,3,0,0,0,0,0
2019p681932,5,0,0,5,0,0,0,0,0,0
2019p681504,1,0,0,1,0,0,0,0,0,0
2019p681106,2,0,0,2,0,0,0,0,0,0
2019p679935,6,0,0,5,1,0,0,0,0,0
2019p679696,1,0,0,1,0,0,0,0,0,0
2019p678905,4,0,0,3,0,0,0,0,1,0
2019p678726,3,0,0,3,0,0,0,0,0,0
2019p676265,1,0,0,1,0,0,0,0,0,0
2019p675513,1,0,0,1,0,0,0,0,0,0
2019p675189,1,0,0,0,0,0,1,0,0,0
2019p674977,1,0,0,1,0,0,0,0,0,0
2019p674875,3,0,0,2,0,0,0,0,1,0
2019p674860,3,0,0,3,0,0,0,0,0,0
2019p674145,1,0,0,1,0,0,0,0,0,0
2019p673944,2,0,0,1,1,0,0,0,0,0
2019p673889,1,0,0,1,0,0,0,0,0,0
2019p672124,1,0,0,1,0,0,0,0,0,0
2019p671902,1,0,0,1,0,0,0,0,0,0
2019p671810,1,0,0,1,0,0,0,0,0,0
2019p671551,1,0,0,1,0,0,0,0,0,0
2019p671176,9,0,0,0,0,0,1,5,3,0
2019p670753,1,0,0,1,0,0,0,0,0,0
2019p670603,2,0,0,2,0,0,0,0,0,0
2019p670458,5,0,0,4,1,0,0,0,0,0
2019p670075,3,0,0,2,0,1,0,0,0,0
2019p669733,2,0,0,2,0,0,0,0,0,0
2019p669256,1,0,0,1,0,0,0,0,0,0
2019p668671,2,0,0,1,0,0,0,1,0,0
2019p668658,2,0,0,1,0,0,0,1,0,0
2019p668439,2,0,0,2,0,0,0,0,0,0
2019p668379,6,0,0,6,0,0,0,0,0,0
2019p668376,5,0,0,5,0,0,0,0,0,0
2019p668223,1,0,0,0,0,1,0,0,0,0
2019p668173,1,0,0,1,0,0,0,0,0,0
2019p668093,1,0,0,1,0,0,0,0,0,0
2019p667962,5,0,0,4,0,0,1,0,0,0
2019p667859,2,0,0,1,1,0,0,0,0,0
2019p667521,3,0,0,2,1,0,0,0,0,0
2019p667432,1,0,0,1,0,0,0,0,0,0
2019p667242,1,0,0,1,0,0,0,0,0,0
2019p666710,3,0,0,3,0,0,0,0,0,0
2019p666692,1,0,0,1,0,0,0,0,0,0
2019p666551,49,0,0,28,19,2,0,0,0,0
2019p665453,1,0,0,1,0,0,0,0,0,0
2019p665446,1,0,0,1,0,0,0,0,0,0
2019p665402,1,0,0,1,0,0,0,0,0,0
2019p665392,1,0,0,1,0,0,0,0,0,0
2019p665207,2,0,0,2,0,0,0,0,0,0
2019p665112,2,0,0,2,0,0,0,0,0,0
2019p663959,1,0,0,0,1,0,0,0,0,0
2019p663146,2,0,0,2,0,0,0,0,0,0
2019p662880,3,0,0,2,0,1,0,0,0,0
2019p662207,1,0,0,0,0,0,0,0,1,0
2019p661097,1,0,0,1,0,0,0,0,0,0
2019p661086,1,0,0,1,0,0,0,0,0,0
2019p661083,1,0,0,1,0,0,0,0,0,0
2019p660870,1,0,0,1,0,0,0,0,0,0
2019p660538,1,0,0,1,0,0,0,0,0,0
2019p659859,1,0,0,1,0,0,0,0,0,0
2019p659705,1,0,0,0,0,1,0,0,0,0
2019p657519,7,0,0,5,1,1,0,0,0,0
2019p656248,1,0,0,1,0,0,0,0,0,0
2019p656028,1,0,0,1,0,0,0,0,0,0
2019p655995,2,0,0,1,1,0,0,0,0,0
2019p655046,2,0,0,1,1,0,0,0,0,0
2019p653724,3,0,0,3,0,0,0,0,0,0
2019p653693,1,0,0,1,0,0,0,0,0,0
2019p653389,1,0,0,1,0,0,0,0,0,0
2019p653116,1,0,0,1,0,0,0,0,0,0
2019p651982,1,0,0,1,0,0,0,0,0,0
2019p651304,1,0,0,1,0,0,0,0,0,0
2019p651030,1,0,0,1,0,0,0,0,0,0
2019p650721,14,0,0,12,2,0,0,0,0,0
2019p650010,1,0,0,0,1,0,0,0,0,0
2019p649574,3,0,0,3,0,0,0,0,0,0
2019p649413,1,0,0,1,0,0,0,0,0,0
2019p647136,2,0,0,1,0,1,0,0,0,0
2019p646968,3,0,0,3,0,0,0,0,0,0
2019p646769,4,0,0,3,0,0,0,1,0,0
2019p646684,1,0,0,1,0,0,0,0,0,0
2019p646046,1,0,0,1,0,0,0,0,0,0
2019p645423,1,0,0,1,0,0,0,0,0,0
2019p645422,1,0,0,1,0,0,0,0,0,0
2019p645296,3,0,0,2,1,0,0,0,0,0
2019p644320,1,0,0,1,0,0,0,0,0,0
2019p644301,1,0,0,1,0,0,0,0,0,0
2019p644006,1,0,0,0,1,0,0,0,0,0
2019p643194,1,0,0,0,1,0,0,0,0,0
2019p643057,2,0,0,2,0,0,0,0,0,0
2019p642754,1,0,0,0,0,1,0,0,0,0
2019p642263,3,0,0,3,0,0,0,0,0,0
2019p642247,2,0,0,2,0,0,0,0,0,0
2019p641815,1,0,0,1,0,0,0,0,0,0
2019p641787,1,0,0,0,1,0,0,0,0,0
2019p641776,2,0,0,0,2,0,0,0,0,0
2019p640933,1,0,0,1,0,0,0,0,0,0
2019p640687,1,0,0,1,0,0,0,0,0,0
2019p638786,2,0,0,2,0,0,0,0,0,0
2019p638609,1,0,0,1,0,0,0,0,0,0
2019p638060,1,0,0,1,0,0,0,0,0,0
2019p638000,3,0,0,1,2,0,0,0,0,0
2019p637993,3,0,0,1,2,0,0,0,0,0
2019p637726,1,0,0,1,0,0,0,0,0,0
2019p636216,2,0,0,2,0,0,0,0,0,0
2019p636028,1,0,0,1,0,0,0,0,0,0
2019p635836,3,0,0,2,1,0,0,0,0,0
2019p635475,1,0,0,1,0,0,0,0,0,0
2019p634366,1,0,0,0,1,0,0,0,0,0
2019p634063,1,0,0,1,0,0,0,0,0,0
2019p633984,1,0,0,1,0,0,0,0,0,0
2019p633735,2,0,0,2,0,0,0,0,0,0
2019p633358,1,0,0,1,0,0,0,0,0,0
2019p633232,1,0,0,1,0,0,0,0,0,0
2019p632673,2,0,0,2,0,0,0,0,0,0
2019p632401,3,0,0,2,1,0,0,0,0,0
2019p632078,2,0,0,2,0,0,0,0,0,0
2019p632031,2,0,0,0,2,0,0,0,0,0
2019p632016,1,0,0,0,1,0,0,0,0,0
2019p631749,4,0,0,0,4,0,0,0,0,0
2019p631618,1,0,0,1,0,0,0,0,0,0
2019p631131,8,0,0,7,1,0,0,0,0,0
2019p631044,6,0,0,5,1,0,0,0,0,0
2019p630972,152,0,0,70,66,15,1,0,0,0
2019p630782,7,0,0,6,1,0,0,0,0,0
2019p630736,5,0,0,3,2,0,0,0,0,0
2019p630544,6,0,0,3,3,0,0,0,0,0
2019p630493,3,0,0,2,1,0,0,0,0,0
2019p630453,10,0,0,6,4,0,0,0,0,0
2019p630317,21,0,0,11,10,0,0,0,0,0
2019p630247,134,0,0,73,52,8,0,0,1,0
2019p630233,211,0,0,118,81,12,0,0,0,0
2019p630227,291,0,0,161,116,13,1,0,0,0
2019p630200,3440,0,0,1776,1487,155,14,1,7,0
2019p629158,1,0,0,1,0,0,0,0,0,0
2019p628720,2,0,0,2,0,0,0,0,0,0
2019p628699,2,0,0,2,0,0,0,0,0,0
2019p628679,1,0,0,1,0,0,0,0,0,0
2019p627992,1,0,0,1,0,0,0,0,0,0
2019p627855,4,0,0,3,1,0,0,0,0,0
2019p626722,2,0,0,2,0,0,0,0,0,0
2019p626464,1,0,0,1,0,0,0,0,0,0
2019p626458,1,0,0,1,0,0,0,0,0,0
2019p626269,1,0,0,0,0,0,0,0,1,0
2019p626264,1,0,0,0,0,0,0,0,1,0
2019p625787,1,0,0,0,1,0,0,0,0,0
2019p625761,4,0,0,2,2,0,0,0,0,0
2019p625483,1,0,0,0,1,0,0,0,0,0
2019p625445,2,0,0,2,0,0,0,0,0,0
2019p625217,1,0,0,1,0,0,0,0,0,0
2019p624701,1,0,0,1,0,0,0,0,0,0
2019p624541,3,0,0,2,0,0,0,0,1,0
2019p624394,11,0,0,7,2,1,0,0,1,0
2019p623784,1,0,0,1,0,0,0,0,0,0
2019p623696,2,0,0,1,1,0,0,0,0,0
2019p623683,3,0,0,2,1,0,0,0,0,0
2019p623287,1,0,0,0,1,0,0,0,0,0
2019p623264,2,0,0,2,0,0,0,0,0,0
2019p622957,2,0,0,0,2,0,0,0,0,0
2019p622951,3,0,0,1,2,0,0,0,0,0
2019p622935,2,0,0,1,1,0,0,0,0,0
2019p622831,4,0,0,3,1,0,0,0,0,0
2019p622823,4,0,0,3,1,0,0,0,0,0
2019p622817,6,0,0,6,0,0,0,0,0,0
2019p622769,5,0,0,1,4,0,0,0,0,0
2019p622747,12,0,0,7,5,0,0,0,0,0
2019p622723,10,0,0,5,4,1,0,0,0,0
2019p622697,15,0,0,7,6,1,0,0,1,0
2019p622682,12,0,0,7,5,0,0,0,0,0
2019p622636,7,0,0,4,3,0,0,0,0,0
2019p622618,18,0,0,8,9,1,0,0,0,0
2019p622609,23,0,0,10,10,3,0,0,0,0
2019p622593,16,0,0,7,6,3,0,0,0,0
2019p622586,15,0,0,8,4,3,0,0,0,0
2019p622566,26,0,0,18,7,0,0,0,1,0
2019p622565,30,0,0,20,9,0,0,0,1,0
2019p622545,53,0,0,35,17,1,0,0,0,0
2019p622522,78,0,0,47,25,4,1,0,1,0
2019p622519,77,0,0,46,24,5,1,0,1,0
2019p622506,123,0,0,72,41,8,1,0,1,0
2019p622504,124,0,0,74,41,7,1,0,1,0
2019p622489,232,0,0,138,84,8,2,0,0,0
2019p622481,340,0,0,195,129,12,2,0,2,0
2019p622480,361,0,0,205,139,12,3,0,2,0
2019p622477,492,0,0,274,196,17,2,0,3,0
2019p622471,1355,0,0,682,614,51,5,0,3,0
2019p622470,1778,0,0,890,809,68,7,1,3,0
2019p622463,3563,0,0,1920,1480,142,16,1,4,0
2019p622317,1,0,0,1,0,0,0,0,0,0
2019p622068,1,0,0,1,0,0,0,0,0,0
2019p620031,2,0,0,2,0,0,0,0,0,0
2019p618331,1,0,0,1,0,0,0,0,0,0
2019p617936,1,0,0,1,0,0,0,0,0,0
2019p616591,1,0,0,1,0,0,0,0,0,0
2019p616044,1,0,0,1,0,0,0,0,0,0
2019p615728,4,0,0,4,0,0,0,0,0,0
2019p615126,1,0,0,1,0,0,0,0,0,0
2019p613211,1,0,0,0,1,0,0,0,0,0
2019p612518,1,0,0,1,0,0,0,0,0,0
2019p611322,3,0,0,2,1,0,0,0,0,0
2019p611304,1,0,0,0,1,0,0,0,0,0
2019p610856,6,0,0,6,0,0,0,0,0,0
2019p610474,3,0,0,3,0,0,0,0,0,0
2019p610357,1,0,0,1,0,0,0,0,0,0
2019p610025,1,0,0,0,1,0,0,0,0,0
2019p609927,1,0,0,1,0,0,0,0,0,0
2019p609337,6,0,0,5,1,0,0,0,0,0
2019p608967,1,0,0,1,0,0,0,0,0,0
2019p608640,1,0,0,1,0,0,0,0,0,0
2019p608439,4,0,0,3,1,0,0,0,0,0
2019p608280,3,0,0,1,1,0,0,0,1,0
2019p607683,1,0,0,0,1,0,0,0,0,0
2019p606971,1,0,0,0,0,0,0,0,1,0
2019p606390,1,0,0,1,0,0,0,0,0,0
2019p606093,3,0,0,3,0,0,0,0,0,0
2019p605896,5,0,0,4,1,0,0,0,0,0
2019p604521,2,0,0,1,1,0,0,0,0,0
2019p604514,3,0,0,2,1,0,0,0,0,0
2019p604399,295,0,0,148,128,16,3,0,0,0
2019p604397,292,0,0,145,128,16,3,0,0,0
2019p604383,244,0,0,123,103,16,2,0,0,0
2019p604352,3,0,0,3,0,0,0,0,0,0
2019p604176,5,0,0,1,2,1,0,0,1,0
2019p604076,16,0,0,12,3,0,0,0,1,0
2019p603844,2,0,0,2,0,0,0,0,0,0
2019p603817,1,0,0,0,1,0,0,0,0,0
2019p603610,2,0,0,2,0,0,0,0,0,0
2019p603467,793,0,0,502,273,17,0,0,1,0
2019p603193,3,0,0,2,1,0,0,0,0,0
2019p603169,4,0,0,3,1,0,0,0,0,0
2019p603111,1,0,0,1,0,0,0,0,0,0
2019p602736,4,0,0,1,3,0,0,0,0,0
2019p602576,14,0,0,10,4,0,0,0,0,0
2019p602198,2,0,0,2,0,0,0,0,0,0
2019p602150,1,0,0,1,0,0,0,0,0,0
2019p601927,1,0,0,1,0,0,0,0,0,0
2019p601186,1,0,0,1,0,0,0,0,0,0
2019p601036,19,0,0,14,5,0,0,0,0,0
2019p600889,3,0,0,3,0,0,0,0,0,0
2019p598236,1,0,0,1,0,0,0,0,0,0
2019p598047,1,0,0,1,0,0,0,0,0,0
2019p596012,1,0,0,1,0,0,0,0,0,0
2019p595925,1,0,0,1,0,0,0,0,0,0
2019p595834,2,0,0,2,0,0,0,0,0,0
2019p595134,1,0,0,1,0,0,0,0,0,0
2019p595091,1,0,0,1,0,0,0,0,0,0
2019p595070,1,0,0,1,0,0,0,0,0,0
2019p594475,1,0,0,1,0,0,0,0,0,0
2019p594300,1,0,0,0,0,0,0,0,1,0
2019p594116,2,0,0,2,0,0,0,0,0,0
2019p594097,1,0,0,1,0,0,0,0,0,0
2019p594086,3,0,0,1,2,0,0,0,0,0
2019p594062,2,0,0,2,0,0,0,0,0,0
2019p593400,2,0,0,2,0,0,0,0,0,0
2019p593376,1,0,0,1,0,0,0,0,0,0
2019p593268,1,0,0,0,1,0,0,0,0,0
2019p593048,1,0,0,1,0,0,0,0,0,0
2019p592995,2,0,0,2,0,0,0,0,0,0
2019p592976,2,0,0,2,0,0,0,0,0,0
2019p591749,2,0,0,1,1,0,0,0,0,0
2019p591427,2,0,0,0,1,1,0,0,0,0
2019p590426,1,0,0,1,0,0,0,0,0,0
2019p590421,1,0,0,1,0,0,0,0,0,0
2019p589473,2,0,0,1,0,0,0,0,1,0
2019p588869,1,0,0,0,1,0,0,0,0,0
2019p588660,1,0,0,1,0,0,0,0,0,0
2019p588559,3,0,0,1,2,0,0,0,0,0
2019p587535,1,0,0,1,0,0,0,0,0,0
2019p587450,2,0,0,0,2,0,0,0,0,0
2019p587401,2,0,0,2,0,0,0,0,0,0
2019p587268,1,0,0,0,1,0,0,0,0,0
2019p587133,1,0,0,1,0,0,0,0,0,0
2019p585612,20,0,0,12,7,1,0,0,0,0
2019p585555,424,0,0,149,230,43,2,0,0,0
2019p585545,1244,0,0,516,628,90,8,0,2,0
2019p585542,1228,0,0,509,621,88,8,0,2,0
2019p584184,1,0,0,1,0,0,0,0,0,0
2019p584005,2,0,0,2,0,0,0,0,0,0
2019p582270,1,0,0,1,0,0,0,0,0,0
2019p580683,1,0,0,0,1,0,0,0,0,0
2019p577779,1,0,0,0,1,0,0,0,0,0
2019p577187,2,0,0,2,0,0,0,0,0,0
2019p577177,3,0,0,3,0,0,0,0,0,0
2019p576928,1,0,0,1,0,0,0,0,0,0
2019p576909,1,0,0,1,0,0,0,0,0,0
2019p576824,7,0,0,5,1,0,0,0,1,0
2019p576685,2,0,0,2,0,0,0,0,0,0
2019p576677,2,0,0,2,0,0,0,0,0,0
2019p575700,1,0,0,1,0,0,0,0,0,0
2019p574406,3,0,0,2,1,0,0,0,0,0
2019p574308,2,0,0,2,0,0,0,0,0,0
2019p574168,2,0,0,2,0,0,0,0,0,0
2019p574163,2,0,0,2,0,0,0,0,0,0
2019p574002,2,0,0,0,0,0,0,0,2,0
2019p573923,1,0,0,1,0,0,0,0,0,0
2019p573781,1,0,0,0,1,0,0,0,0,0
2019p573449,44,0,0,40,4,0,0,0,0,0
2019p821791,6,0,0,6,0,0,0,0,0,0
2019p814897,1,0,0,1,0,0,0,0,0,0
2019p811706,19,0,0,13,5,0,0,0,1,0
2019p808960,2,0,0,2,0,0,0,0,0,0
2019p807870,2,0,0,1,1,0,0,0,0,0
