publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p731389,earthquake,2019-09-28T14:44:16.335Z,2019-09-28T14:49:14.490Z,170.6815033,-43.33631134,1.801553214,2.525645971,M,,LOCSAT,confirmed,manual,iasp91,17,13,6,0.2649451494,107.2142839,0.4263098207,0
2019p730472,earthquake,2019-09-28T06:35:54.450Z,2019-09-28T07:29:03.013Z,172.9164581,-41.34705734,1.388995637,75.72559357,M,,LOCSAT,confirmed,manual,iasp91,19,10,4,0.1303075552,84.07780457,0.5451808514,0
2019p728885,earthquake,2019-09-27T16:30:23.522Z,2019-09-27T16:35:20.223Z,171.3793488,-42.70051193,2.708880211,9.005980492,M,,LOCSAT,confirmed,manual,iasp91,29,17,4,0.05341143534,65.08499146,0.4498561641,0
2019p728449,earthquake,2019-09-27T12:38:01.603Z,2019-09-27T12:45:21.847Z,173.5651093,-40.68904114,3.386019295,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,61,55,55,0.2933442891,89.40587997,0.5014630805,0
2019p728410,earthquake,2019-09-27T12:17:16.914Z,2019-09-27T12:28:24.975Z,171.3608398,-42.70885086,3.966449024,9.588975906,M,,LOCSAT,confirmed,manual,iasp91,37,26,31,0.06332802773,66.91729736,0.4622977527,0
2019p727966,earthquake,2019-09-27T08:20:40.328Z,2019-09-27T08:23:38.489Z,172.5996857,-41.23753738,1.307854034,93.10855103,M,,LOCSAT,confirmed,manual,iasp91,18,10,3,0.2004817128,123.1762848,0.5095518571,0
2019p726695,earthquake,2019-09-26T21:03:35.215Z,2019-10-22T03:13:26.913Z,170.6640167,-43.14920044,2.598026706,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,7,0.07900963724,124.4591408,0.4616941983,0
2019p726097,earthquake,2019-09-26T15:44:37.028Z,2019-10-21T22:25:42.220Z,173.5014954,-40.29927063,2.21955132,162.9681396,M,,LOCSAT,confirmed,manual,iasp91,35,23,1,0.5953224897,147.3300381,0.9610383036,0
2019p724229,earthquake,2019-09-25T23:09:50.975Z,2019-10-21T03:46:07.371Z,173.4198608,-40.32740402,2.89876557,183.7042694,M,,LOCSAT,confirmed,manual,iasp91,48,26,10,0.6087906361,134.7900505,0.6833596516,0
2019p724056,earthquake,2019-09-25T21:37:08.739Z,2019-10-21T03:36:59.865Z,170.2142334,-43.41046906,2.744548519,2.619735718,M,,LOCSAT,confirmed,manual,iasp91,27,18,7,0.03054143861,89.52281952,0.5027913959,0
2019p723102,outside of network interest,2019-09-25T13:08:52.699Z,2019-09-25T13:14:49.439Z,173.7445857,-40.33909584,2.919127881,123.125,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.9237575646,164.1420304,1.569290064,0
2019p722915,earthquake,2019-09-25T11:29:09.567Z,2019-10-21T03:06:27.258Z,171.3624268,-42.7124176,2.972578555,8.492801666,M,,LOCSAT,confirmed,manual,iasp91,29,19,6,0.06139436364,66.30407715,0.3855786887,0
2019p722900,earthquake,2019-09-25T11:21:23.959Z,2019-09-25T11:30:22.648Z,172.6408997,-41.2170372,2.078338886,134.9467163,M,,LOCSAT,confirmed,manual,iasp91,22,15,2,0.2019896507,118.0513916,0.3164102985,0
2019p721253,earthquake,2019-09-24T20:43:45.325Z,2019-09-24T20:48:34.215Z,171.3469086,-42.73379898,2.275722396,5.229835033,M,,LOCSAT,confirmed,manual,iasp91,17,13,7,0.07222004235,205.5940628,0.6604096765,0
